time,date,file,func,line,serious_error,error,warning,msg,format_exception,phase,gnss_time,lat,lon,alt,alt_base_press,goal_lat,goal_lon,temp,press,camera_area,camera_order,camera_center_x,camera_center_y,camera_frame_size_x,camera_frame_size_y,motor_l,motor_r,goal_relative_x,goal_relative_y,goal_relative_angle_rad,goal_distance,accel_all_x,accel_all_y,accel_all_z,accel_line_x,accel_line_y,accel_line_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z,euler_x,euler_y,euler_z,nmea
"4393.612987202","2026-03-01 14:14:05.568128","/home/sc28/SC-28/3_EM/EM_ver2.py","main","259","","","","start phase1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4393.63423587","2026-03-01 14:14:05.579322","/home/sc28/SC-28/3_EM/EM_ver2.py","main","260","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4393.638483447","2026-03-01 14:14:05.583552","/home/sc28/SC-28/3_EM/ijochi.py","abnormal_check","87","","","","","","","","","","","","","","","1017.7411714427703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4393.646845274","2026-03-01 14:14:05.591915","/home/sc28/SC-28/3_EM/EM_ver2.py","main","287","","","","","","","","","","0.015862276940512565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4394.750117596","2026-03-01 14:14:06.695189","/home/sc28/SC-28/3_EM/ijochi.py","abnormal_check","87","","","","","","","","","","","","","","","1017.7411714427703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4394.750654031","2026-03-01 14:14:06.695721","/home/sc28/SC-28/3_EM/EM_ver2.py","main","287","","","","","","","","","","0.015862276940512565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4395.853059616","2026-03-01 14:14:07.798135","/home/sc28/SC-28/3_EM/ijochi.py","abnormal_check","87","","","","","","","","","","","","","","","1017.7161566120074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4395.853563969","2026-03-01 14:14:07.798628","/home/sc28/SC-28/3_EM/EM_ver2.py","main","287","","","","","","","","","","0.22321078321441146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4396.956096002","2026-03-01 14:14:08.901222","/home/sc28/SC-28/3_EM/ijochi.py","abnormal_check","87","","","","","","","","","","","","","","","1017.7782151765003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4396.956826336","2026-03-01 14:14:08.901895","/home/sc28/SC-28/3_EM/EM_ver2.py","main","287","","","","","","","","","","-0.29118650208554975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
